1.8627417e+03 nan nan nan nan nan nan nan nan nan
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.2900197e+00 nan nan nan nan nan nan nan nan nan
2.5188917e+01 nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
5.9926162e+02 nan nan nan nan nan nan nan nan nan
2.7534669e+01 nan nan nan nan nan nan nan nan nan
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.6469160e+02 nan nan nan nan nan nan nan nan nan
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
