inf nan 8.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
7.8094270e+02 0.0000000e+00 2.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0362442e+03 0.0000000e+00 3.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
nan nan 7.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 6.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.8216359e+03 0.0000000e+00 2.1000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.3612829e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 9.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.3477201e+02 inf 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 9.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.7000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
5.3612829e+02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 9.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.2000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.6000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.6318241e+02 3.7134822e+00 2.0000000e+01 6.0781421e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.0000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.0290901e+02 0.0000000e+00 1.5000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 6.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 2.3000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-6.5952382e+00 0.0000000e+00 1.8000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 5.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.6000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 5.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.6000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.7000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-1.2170695e+02 2.3596011e+00 2.2000000e+01 3.6515972e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 9.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.4000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.6000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
8.4520204e+01 2.3885257e+00 1.1000000e+01 1.4497136e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 4.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.0000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-2.0290901e+02 0.0000000e+00 1.5000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 6.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.3000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0362442e+03 0.0000000e+00 3.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.8216359e+03 0.0000000e+00 2.1000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-1.2170695e+02 2.3596011e+00 2.2000000e+01 3.6515972e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 9.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
-1.2170695e+02 inf 2.2000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 9.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
inf nan 1.7000000e+01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
