9.8908894e+03 2.8566721e+03 nan nan 8.8832825e+02 nan nan nan nan nan
7.9839415e+02 nan nan nan nan nan nan nan nan nan
9.8597395e+04 nan nan nan nan nan nan nan nan nan
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
9.5073871e+04 nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
8.5447746e+01 nan nan nan nan nan nan nan nan nan
1.0000000e+02 nan nan nan nan nan nan nan nan nan
7.9839415e+02 nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
1.0000000e+02 nan nan nan nan nan nan nan nan nan
6.8697786e+05 nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
1.9813188e+01 -1.5454478e+02 nan nan 1.6282269e+03 nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
3.5226152e+01 nan nan nan nan nan nan nan nan nan
5.5736588e+04 nan nan nan nan nan nan nan nan nan
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0347301e+05 9.2396656e+03 nan nan 8.8832823e+02 nan nan nan nan nan
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0000000e+02 nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
8.5447746e+01 nan nan nan nan nan nan nan nan nan
4.5833904e+03 nan nan nan nan nan nan nan nan nan
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0000000e+02 -1.1463037e+02 nan nan 6.5017011e+02 nan nan nan nan nan
6.3423814e+02 4.0270104e+02 nan nan 4.0025813e+02 nan nan nan nan nan
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
nan nan nan nan nan nan nan nan nan nan
5.7099772e+03 5.4846519e+02 nan nan 1.0000000e+02 nan nan nan nan nan
7.6160420e+03 nan nan nan nan nan nan nan nan nan
4.9454975e+03 -2.5363716e+04 nan nan 1.3745111e+05 nan nan nan nan nan
2.9778252e+02 nan nan nan nan nan nan nan nan nan
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
nan nan nan nan nan nan nan nan nan nan
1.9061519e+04 7.1894524e+03 nan nan 2.8478972e+03 nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
5.1924261e+03 3.7523405e+03 nan nan 2.8478975e+03 nan nan nan nan nan
7.9839415e+02 nan nan nan nan nan nan nan nan nan
1.2447578e+03 nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
4.5833904e+03 nan nan nan nan nan nan nan nan nan
7.1651154e+03 nan nan nan nan nan nan nan nan nan
1.2546880e+04 -3.6631261e+04 nan nan 1.1047344e+05 nan nan nan nan nan
2.7953482e+01 nan nan nan nan nan nan nan nan nan
3.6376012e+04 nan nan nan nan nan nan nan nan nan
2.9196248e+04 nan nan nan nan nan nan nan nan nan
2.6325684e+04 2.4509165e+04 nan nan 2.3220700e+04 nan nan nan nan nan
7.1651154e+03 nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan
